symbol,timestamp,open,high,low,close,volume
ETH_USDT,2026-09-03T23:00:00+00:00,2495.53,2508.22,2494.14,2506.43,2397651.0
SOL_USDT,2026-09-03T23:00:00+00:00,104.11,104.19,103.76,103.86,4658232.0
XRP_USDT,2026-09-03T23:00:00+00:00,1.4552,1.4596,1.4478,1.451,15237793.0
BTC_USDT,2026-09-04T00:00:00+00:00,81230.7,81393.8,80921.1,80936.9,35608578.0
ETH_USDT,2026-09-04T00:00:00+00:00,2506.43,2514.92,2499.98,2500.18,3100939.0
SOL_USDT,2026-09-04T00:00:00+00:00,103.86,104.26,103.36,103.43,6399809.0
XRP_USDT,2026-09-04T00:00:00+00:00,1.451,1.4586,1.4402,1.4412,21582076.0
BTC_USDT,2026-09-04T01:00:00+00:00,80936.9,81065.1,80722.4,80935.4,25285404.0
ETH_USDT,2026-09-04T01:00:00+00:00,2500.18,2508.87,2496.08,2505.88,3088986.0
SOL_USDT,2026-09-04T01:00:00+00:00,103.43,103.83,103.2,103.74,4243493.0
XRP_USDT,2026-09-04T01:00:00+00:00,1.4412,1.4469,1.434,1.444,13072917.0
BTC_USDT,2026-09-04T02:00:00+00:00,80935.4,80935.4,80626.8,80800.0,20717219.0
ETH_USDT,2026-09-04T02:00:00+00:00,2505.88,2507.0,2497.04,2506.99,1858975.0
SOL_USDT,2026-09-04T02:00:00+00:00,103.74,103.76,103.29,103.73,2315891.0
XRP_USDT,2026-09-04T02:00:00+00:00,1.444,1.4469,1.4376,1.4462,7079112.0
BTC_USDT,2026-09-04T03:00:00+00:00,80800.0,80999.6,80761.4,80808.1,21676218.0
ETH_USDT,2026-09-04T03:00:00+00:00,2506.99,2517.12,2503.52,2503.73,2397648.0
SOL_USDT,2026-09-04T03:00:00+00:00,103.73,104.09,103.63,103.63,2727615.0
XRP_USDT,2026-09-04T03:00:00+00:00,1.4462,1.453,1.4455,1.4462,4876641.0
BTC_USDT,2026-09-04T04:00:00+00:00,80808.1,81261.2,80777.3,81039.9,20822605.0
ETH_USDT,2026-09-04T04:00:00+00:00,2503.73,2524.47,2501.2,2508.49,3446113.0
SOL_USDT,2026-09-04T04:00:00+00:00,103.63,104.32,103.53,103.85,3652858.0
XRP_USDT,2026-09-04T04:00:00+00:00,1.4462,1.4564,1.4433,1.4503,6602017.0
BTC_USDT,2026-09-04T05:00:00+00:00,81039.9,81116.7,80818.0,80952.8,19104424.0
ETH_USDT,2026-09-04T05:00:00+00:00,2508.49,2515.61,2503.19,2507.95,3275115.0
SOL_USDT,2026-09-04T05:00:00+00:00,103.85,104.01,103.39,103.64,2935375.0
XRP_USDT,2026-09-04T05:00:00+00:00,1.4503,1.4533,1.4413,1.4464,12319985.0
BTC_USDT,2026-09-04T06:00:00+00:00,80952.8,81060.9,80541.6,80763.7,27416214.0
ETH_USDT,2026-09-04T06:00:00+00:00,2507.95,2518.0,2498.29,2506.65,3505371.0
SOL_USDT,2026-09-04T06:00:00+00:00,103.64,104.01,103.29,103.56,5108826.0
XRP_USDT,2026-09-04T06:00:00+00:00,1.4464,1.4526,1.4383,1.4459,14735336.0
BTC_USDT,2026-09-04T07:00:00+00:00,80763.7,80937.3,80616.0,80628.0,23937352.0
ETH_USDT,2026-09-04T07:00:00+00:00,2506.65,2515.24,2503.1,2503.53,4239073.0
SOL_USDT,2026-09-04T07:00:00+00:00,103.56,104.04,103.47,103.56,8417355.0
XRP_USDT,2026-09-04T07:00:00+00:00,1.4459,1.453,1.4418,1.4431,18595900.0
BTC_USDT,2026-09-04T08:00:00+00:00,80628.0,81209.7,80478.3,81114.3,41407352.0
ETH_USDT,2026-09-04T08:00:00+00:00,2503.53,2533.17,2502.35,2526.43,6690183.0
SOL_USDT,2026-09-04T08:00:00+00:00,103.56,104.47,103.16,104.33,6563722.0
XRP_USDT,2026-09-04T08:00:00+00:00,1.4431,1.4568,1.4377,1.4566,21433762.0
BTC_USDT,2026-09-04T09:00:00+00:00,81114.3,81279.7,80890.8,81017.5,43070560.0
ETH_USDT,2026-09-04T09:00:00+00:00,2526.43,2546.3,2518.16,2520.0,8707671.0
SOL_USDT,2026-09-04T09:00:00+00:00,104.33,104.72,103.9,104.0,5862974.0
XRP_USDT,2026-09-04T09:00:00+00:00,1.4566,1.4617,1.4469,1.4512,25838333.0
BTC_USDT,2026-09-04T10:00:00+00:00,81017.5,81158.2,80790.6,81149.9,34657658.0
ETH_USDT,2026-09-04T10:00:00+00:00,2520.0,2527.35,2513.73,2524.99,5701386.0
SOL_USDT,2026-09-04T10:00:00+00:00,104.0,104.1,103.5,104.06,7498665.0
XRP_USDT,2026-09-04T10:00:00+00:00,1.4512,1.453,1.4427,1.4488,23303588.0
BTC_USDT,2026-09-04T11:00:00+00:00,81149.9,81375.0,81040.7,81188.0,31209705.0
ETH_USDT,2026-09-04T11:00:00+00:00,2524.99,2526.82,2518.91,2521.88,4929145.0
SOL_USDT,2026-09-04T11:00:00+00:00,104.06,104.47,103.91,104.04,4177316.0
XRP_USDT,2026-09-04T11:00:00+00:00,1.4488,1.4546,1.4457,1.45,12076917.0
BTC_USDT,2026-09-04T12:00:00+00:00,81188.0,81324.2,79134.0,79423.8,84546248.0
ETH_USDT,2026-09-04T12:00:00+00:00,2521.88,2531.0,2432.73,2450.11,17018052.0
SOL_USDT,2026-09-04T12:00:00+00:00,104.04,104.4,100.12,101.55,19457139.0
XRP_USDT,2026-09-04T12:00:00+00:00,1.45,1.4557,1.3917,1.4088,71536534.0
BTC_USDT,2026-09-04T13:00:00+00:00,79423.8,79670.0,78945.3,79342.8,65258806.0
ETH_USDT,2026-09-04T13:00:00+00:00,2450.11,2462.88,2434.19,2451.02,9626407.0
SOL_USDT,2026-09-04T13:00:00+00:00,101.55,102.22,100.98,101.6,13934387.0
XRP_USDT,2026-09-04T13:00:00+00:00,1.4088,1.4214,1.4013,1.4128,46538794.0
BTC_USDT,2026-09-04T14:00:00+00:00,79342.8,79542.4,78618.1,78876.4,61748792.0
ETH_USDT,2026-09-04T14:00:00+00:00,2451.02,2457.4,2430.71,2438.84,7638020.0
SOL_USDT,2026-09-04T14:00:00+00:00,101.6,101.76,100.25,100.73,12417202.0
XRP_USDT,2026-09-04T14:00:00+00:00,1.4128,1.4148,1.383,1.3889,62106224.0
BTC_USDT,2026-09-04T15:00:00+00:00,78876.4,79525.5,78756.5,79384.8,52034876.0
ETH_USDT,2026-09-04T15:00:00+00:00,2438.84,2457.49,2436.38,2450.95,6711687.0
SOL_USDT,2026-09-04T15:00:00+00:00,100.73,101.62,100.6,101.39,7489717.0
XRP_USDT,2026-09-04T15:00:00+00:00,1.3889,1.4009,1.3863,1.3983,34384651.0
BTC_USDT,2026-09-04T16:00:00+00:00,79384.8,79839.2,79336.7,79709.2,38399203.0
ETH_USDT,2026-09-04T16:00:00+00:00,2450.95,2463.36,2449.0,2458.81,8428665.0
SOL_USDT,2026-09-04T16:00:00+00:00,101.39,102.04,101.29,101.75,7208053.0
XRP_USDT,2026-09-04T16:00:00+00:00,1.3983,1.4073,1.3968,1.4023,20546111.0
BTC_USDT,2026-09-04T17:00:00+00:00,79709.2,79718.3,79347.7,79430.1,32882561.0
ETH_USDT,2026-09-04T17:00:00+00:00,2458.81,2459.74,2442.0,2444.07,4052466.0
SOL_USDT,2026-09-04T17:00:00+00:00,101.75,101.82,101.01,101.18,6342154.0
XRP_USDT,2026-09-04T17:00:00+00:00,1.4023,1.4025,1.3903,1.3935,17615006.0
BTC_USDT,2026-09-04T18:00:00+00:00,79430.1,79630.8,79430.1,79576.2,19902461.0
ETH_USDT,2026-09-04T18:00:00+00:00,2444.07,2451.03,2443.54,2449.47,2805155.0
SOL_USDT,2026-09-04T18:00:00+00:00,101.18,101.64,101.17,101.6,4510707.0
XRP_USDT,2026-09-04T18:00:00+00:00,1.3935,1.3998,1.3934,1.3984,9189723.0
BTC_USDT,2026-09-04T19:00:00+00:00,79576.2,79776.1,79576.2,79757.2,20056397.0
ETH_USDT,2026-09-04T19:00:00+00:00,2449.47,2456.78,2449.46,2454.58,3145844.0
SOL_USDT,2026-09-04T19:00:00+00:00,101.6,101.91,101.56,101.64,4231869.0
XRP_USDT,2026-09-04T19:00:00+00:00,1.3984,1.404,1.3982,1.3983,15028196.0
BTC_USDT,2026-09-04T20:00:00+00:00,79757.2,79825.5,79623.9,79656.9,15748956.0
ETH_USDT,2026-09-04T20:00:00+00:00,2454.58,2457.65,2449.4,2450.15,2095678.0
SOL_USDT,2026-09-04T20:00:00+00:00,101.64,101.82,101.53,101.7,2640892.0
XRP_USDT,2026-09-04T20:00:00+00:00,1.3983,1.4008,1.3953,1.3992,10911587.0
BTC_USDT,2026-09-04T21:00:00+00:00,79656.9,79771.0,79474.2,79584.8,14064838.0
ETH_USDT,2026-09-04T21:00:00+00:00,2450.15,2455.9,2448.37,2450.7,2344222.0
SOL_USDT,2026-09-04T21:00:00+00:00,101.7,101.88,101.39,101.52,3258696.0
XRP_USDT,2026-09-04T21:00:00+00:00,1.3992,1.4018,1.3929,1.3953,6064753.0
BTC_USDT,2026-09-04T22:00:00+00:00,79584.8,79678.4,79576.8,79600.3,8696181.0
ETH_USDT,2026-09-04T22:00:00+00:00,2450.7,2453.26,2449.39,2449.99,1206089.0
SOL_USDT,2026-09-04T22:00:00+00:00,101.52,101.83,101.51,101.69,1622228.0
XRP_USDT,2026-09-04T22:00:00+00:00,1.3953,1.398,1.393,1.3949,6770626.0
BTC_USDT,2026-09-04T23:00:00+00:00,79600.3,79723.3,79549.4,79617.2,9340490.0
ETH_USDT,2026-09-04T23:00:00+00:00,2449.99,2454.68,2448.65,2454.57,976142.0
SOL_USDT,2026-09-04T23:00:00+00:00,101.69,101.92,101.6,101.85,1165636.0
XRP_USDT,2026-09-04T23:00:00+00:00,1.3949,1.399,1.3937,1.3978,6785754.0
BTC_USDT,2026-09-05T00:00:00+00:00,79617.2,79675.8,79519.9,79542.9,14331189.0
ETH_USDT,2026-09-05T00:00:00+00:00,2454.57,2455.36,2450.36,2450.96,943036.0
SOL_USDT,2026-09-05T00:00:00+00:00,101.85,101.96,101.68,101.77,1642559.0
XRP_USDT,2026-09-05T00:00:00+00:00,1.3978,1.3995,1.3942,1.3945,4421343.0
BTC_USDT,2026-09-05T01:00:00+00:00,79542.9,79675.2,79492.0,79492.0,16437322.0
ETH_USDT,2026-09-05T01:00:00+00:00,2450.96,2455.0,2450.37,2450.72,1061547.0
SOL_USDT,2026-09-05T01:00:00+00:00,101.77,102.12,101.69,101.79,2355737.0
XRP_USDT,2026-09-05T01:00:00+00:00,1.3945,1.4021,1.3936,1.3957,7221997.0
BTC_USDT,2026-09-05T02:00:00+00:00,79492.0,79582.5,79434.8,79530.0,15064547.0
ETH_USDT,2026-09-05T02:00:00+00:00,2450.72,2452.3,2448.71,2452.28,1176306.0
SOL_USDT,2026-09-05T02:00:00+00:00,101.79,101.93,101.63,101.91,1421605.0
XRP_USDT,2026-09-05T02:00:00+00:00,1.3957,1.3981,1.393,1.3978,5205989.0
BTC_USDT,2026-09-05T03:00:00+00:00,79530.0,79589.5,79475.5,79543.9,5577988.0
ETH_USDT,2026-09-05T03:00:00+00:00,2452.28,2454.44,2449.89,2451.56,883174.0
SOL_USDT,2026-09-05T03:00:00+00:00,101.91,101.97,101.71,101.84,1093680.0
XRP_USDT,2026-09-05T03:00:00+00:00,1.3978,1.4003,1.3961,1.3965,3113023.0
BTC_USDT,2026-09-05T04:00:00+00:00,79543.9,79553.5,79458.8,79461.1,4040959.0
ETH_USDT,2026-09-05T04:00:00+00:00,2451.56,2451.99,2447.28,2448.01,1075331.0
SOL_USDT,2026-09-05T04:00:00+00:00,101.84,101.89,101.64,101.71,1354598.0
XRP_USDT,2026-09-05T04:00:00+00:00,1.3965,1.3989,1.3946,1.3973,2992977.0
BTC_USDT,2026-09-05T05:00:00+00:00,79461.1,79561.1,79406.3,79540.0,8162066.0
ETH_USDT,2026-09-05T05:00:00+00:00,2448.01,2451.3,2443.47,2450.05,1490515.0
SOL_USDT,2026-09-05T05:00:00+00:00,101.71,101.9,101.55,101.83,2306721.0
XRP_USDT,2026-09-05T05:00:00+00:00,1.3973,1.3998,1.3948,1.3986,5382884.0
BTC_USDT,2026-09-05T06:00:00+00:00,79540.0,79676.9,79535.0,79604.2,10190136.0
ETH_USDT,2026-09-05T06:00:00+00:00,2450.05,2453.89,2449.2,2452.47,1026973.0
SOL_USDT,2026-09-05T06:00:00+00:00,101.83,102.34,101.74,102.24,3166789.0
XRP_USDT,2026-09-05T06:00:00+00:00,1.3986,1.4034,1.3982,1.4026,8498006.0
BTC_USDT,2026-09-05T07:00:00+00:00,79604.2,79722.2,79599.3,79673.0,8974379.0
ETH_USDT,2026-09-05T07:00:00+00:00,2452.47,2458.31,2452.07,2456.24,1431001.0
SOL_USDT,2026-09-05T07:00:00+00:00,102.24,102.56,102.09,102.16,3734682.0
XRP_USDT,2026-09-05T07:00:00+00:00,1.4026,1.4056,1.4013,1.4039,14242632.0
BTC_USDT,2026-09-05T08:00:00+00:00,79673.0,79684.7,79524.1,79616.3,14216535.0
ETH_USDT,2026-09-05T08:00:00+00:00,2456.24,2456.5,2452.09,2455.63,1265011.0
SOL_USDT,2026-09-05T08:00:00+00:00,102.16,102.54,102.04,102.54,3086321.0
XRP_USDT,2026-09-05T08:00:00+00:00,1.4039,1.4064,1.3996,1.4056,14687461.0
BTC_USDT,2026-09-05T09:00:00+00:00,79616.3,79699.1,79572.5,79594.7,7753944.0
ETH_USDT,2026-09-05T09:00:00+00:00,2455.63,2459.31,2455.46,2457.57,1794113.0
SOL_USDT,2026-09-05T09:00:00+00:00,102.54,102.77,102.46,102.49,2929364.0
XRP_USDT,2026-09-05T09:00:00+00:00,1.4056,1.4105,1.4045,1.4066,11829984.0
BTC_USDT,2026-09-05T10:00:00+00:00,79594.7,79638.0,79551.9,79581.2,8731231.0
ETH_USDT,2026-09-05T10:00:00+00:00,2457.57,2457.64,2452.65,2453.12,1906061.0
SOL_USDT,2026-09-05T10:00:00+00:00,102.49,102.66,102.33,102.46,2809399.0
XRP_USDT,2026-09-05T10:00:00+00:00,1.4066,1.4068,1.4023,1.4042,9463669.0
BTC_USDT,2026-09-05T11:00:00+00:00,79581.2,79648.2,79562.7,79577.4,7017083.0
ETH_USDT,2026-09-05T11:00:00+00:00,2453.12,2455.0,2451.7,2452.6,1606096.0
SOL_USDT,2026-09-05T11:00:00+00:00,102.46,102.53,102.16,102.3,3520785.0
XRP_USDT,2026-09-05T11:00:00+00:00,1.4042,1.4064,1.4017,1.4036,6622643.0
BTC_USDT,2026-09-05T12:00:00+00:00,79577.4,79734.3,79572.8,79666.1,13690808.0
ETH_USDT,2026-09-05T12:00:00+00:00,2452.6,2461.1,2452.01,2457.71,1910151.0
SOL_USDT,2026-09-05T12:00:00+00:00,102.3,103.22,102.25,103.18,5003989.0
XRP_USDT,2026-09-05T12:00:00+00:00,1.4036,1.4162,1.4031,1.4137,14625436.0
BTC_USDT,2026-09-05T13:00:00+00:00,79666.1,79723.3,79504.6,79573.8,18702337.0
ETH_USDT,2026-09-05T13:00:00+00:00,2457.71,2461.01,2448.0,2452.91,3653475.0
SOL_USDT,2026-09-05T13:00:00+00:00,103.18,103.41,102.54,102.62,7495511.0
XRP_USDT,2026-09-05T13:00:00+00:00,1.4137,1.4178,1.4085,1.4116,16543721.0
BTC_USDT,2026-09-05T14:00:00+00:00,79573.8,79719.9,79573.8,79672.6,16729245.0
ETH_USDT,2026-09-05T14:00:00+00:00,2452.91,2457.7,2452.76,2456.12,1785677.0
SOL_USDT,2026-09-05T14:00:00+00:00,102.62,102.92,102.62,102.81,2916194.0
XRP_USDT,2026-09-05T14:00:00+00:00,1.4116,1.4197,1.411,1.4136,12784976.0
BTC_USDT,2026-09-05T15:00:00+00:00,79672.6,79782.3,79640.0,79762.0,15651486.0
ETH_USDT,2026-09-05T15:00:00+00:00,2456.12,2458.99,2454.52,2458.65,1819884.0
SOL_USDT,2026-09-05T15:00:00+00:00,102.81,102.93,102.57,102.87,3276417.0
XRP_USDT,2026-09-05T15:00:00+00:00,1.4136,1.415,1.4098,1.4117,10776358.0
BTC_USDT,2026-09-05T16:00:00+00:00,79762.0,80167.0,79710.9,80001.6,37378744.0
ETH_USDT,2026-09-05T16:00:00+00:00,2458.65,2473.32,2457.7,2470.07,4132957.0
SOL_USDT,2026-09-05T16:00:00+00:00,102.87,103.48,102.75,103.36,5356106.0
XRP_USDT,2026-09-05T16:00:00+00:00,1.4117,1.4184,1.4108,1.4148,13693809.0
BTC_USDT,2026-09-05T17:00:00+00:00,80001.6,80120.0,79925.1,80030.1,35078697.0
ETH_USDT,2026-09-05T17:00:00+00:00,2470.07,2486.0,2469.8,2480.14,5503904.0
SOL_USDT,2026-09-05T17:00:00+00:00,103.36,104.29,103.24,104.18,8321179.0
XRP_USDT,2026-09-05T17:00:00+00:00,1.4148,1.4273,1.4138,1.4257,17391670.0
BTC_USDT,2026-09-05T18:00:00+00:00,80030.1,80054.0,79892.1,79959.2,18625682.0
ETH_USDT,2026-09-05T18:00:00+00:00,2480.14,2481.39,2475.03,2479.49,2520258.0
SOL_USDT,2026-09-05T18:00:00+00:00,104.18,104.36,103.69,103.86,4280780.0
XRP_USDT,2026-09-05T18:00:00+00:00,1.4257,1.4267,1.4163,1.4173,16808477.0
BTC_USDT,2026-09-05T19:00:00+00:00,79959.2,79959.2,79674.4,79720.0,19650877.0
ETH_USDT,2026-09-05T19:00:00+00:00,2479.49,2481.66,2471.68,2476.54,2923832.0
SOL_USDT,2026-09-05T19:00:00+00:00,103.86,103.92,103.18,103.36,4897745.0
XRP_USDT,2026-09-05T19:00:00+00:00,1.4173,1.4202,1.4127,1.4154,10853686.0
BTC_USDT,2026-09-05T20:00:00+00:00,79720.0,79812.0,79652.5,79702.2,18220912.0
ETH_USDT,2026-09-05T20:00:00+00:00,2476.54,2482.87,2473.99,2476.49,3113434.0
SOL_USDT,2026-09-05T20:00:00+00:00,103.36,103.57,103.04,103.2,5860904.0
XRP_USDT,2026-09-05T20:00:00+00:00,1.4154,1.4183,1.4115,1.4142,14042960.0
BTC_USDT,2026-09-05T21:00:00+00:00,79702.2,79910.2,79683.9,79870.0,12207274.0
ETH_USDT,2026-09-05T21:00:00+00:00,2476.49,2492.36,2475.49,2487.98,3909305.0
SOL_USDT,2026-09-05T21:00:00+00:00,103.2,103.93,103.14,103.68,4659420.0
XRP_USDT,2026-09-05T21:00:00+00:00,1.4142,1.4219,1.4134,1.4192,9401378.0
BTC_USDT,2026-09-05T22:00:00+00:00,79870.0,79908.4,79710.6,79757.7,14569675.0
ETH_USDT,2026-09-05T22:00:00+00:00,2487.98,2490.05,2477.75,2479.92,3682967.0
SOL_USDT,2026-09-05T22:00:00+00:00,103.68,103.81,103.09,103.32,6291839.0
XRP_USDT,2026-09-05T22:00:00+00:00,1.4192,1.4218,1.412,1.4136,11429300.0
BTC_USDT,2026-09-05T23:00:00+00:00,79757.7,79868.5,79670.4,79797.8,14029617.0
ETH_USDT,2026-09-05T23:00:00+00:00,2479.92,2482.77,2476.49,2479.18,2061825.0
SOL_USDT,2026-09-05T23:00:00+00:00,103.32,103.36,102.94,103.12,2859031.0
XRP_USDT,2026-09-05T23:00:00+00:00,1.4136,1.4157,1.4014,1.4117,11634457.0
BTC_USDT,2026-09-06T00:00:00+00:00,79797.8,79907.1,79788.2,79832.8,10643350.0
ETH_USDT,2026-09-06T00:00:00+00:00,2479.18,2491.64,2478.13,2489.03,2004558.0
SOL_USDT,2026-09-06T00:00:00+00:00,103.12,103.46,103.11,103.25,2775239.0
XRP_USDT,2026-09-06T00:00:00+00:00,1.4117,1.4171,1.4106,1.4134,5740229.0
BTC_USDT,2026-09-06T01:00:00+00:00,79832.8,80029.9,79832.7,79915.0,10879100.0
ETH_USDT,2026-09-06T01:00:00+00:00,2489.03,2507.0,2488.01,2504.66,4061750.0
SOL_USDT,2026-09-06T01:00:00+00:00,103.25,104.17,103.21,104.0,5237025.0
XRP_USDT,2026-09-06T01:00:00+00:00,1.4134,1.42,1.4124,1.4169,9595823.0
BTC_USDT,2026-09-06T02:00:00+00:00,79915.0,79976.1,79829.7,79872.0,8316292.0
ETH_USDT,2026-09-06T02:00:00+00:00,2504.66,2510.21,2499.66,2502.32,2579807.0
SOL_USDT,2026-09-06T02:00:00+00:00,104.0,104.7,103.81,104.32,4169281.0
XRP_USDT,2026-09-06T02:00:00+00:00,1.4169,1.4199,1.415,1.4177,5820328.0
BTC_USDT,2026-09-06T03:00:00+00:00,79872.0,80080.4,79850.9,79991.1,8990970.0
ETH_USDT,2026-09-06T03:00:00+00:00,2502.32,2513.59,2499.05,2508.56,2560441.0
SOL_USDT,2026-09-06T03:00:00+00:00,104.32,107.0,104.3,105.92,9333859.0
XRP_USDT,2026-09-06T03:00:00+00:00,1.4177,1.4319,1.417,1.4234,8305605.0
BTC_USDT,2026-09-06T04:00:00+00:00,79991.1,79991.1,79810.9,79824.1,8347840.0
ETH_USDT,2026-09-06T04:00:00+00:00,2508.56,2509.0,2497.15,2503.03,1928189.0
SOL_USDT,2026-09-06T04:00:00+00:00,105.92,106.31,105.53,105.69,4825113.0
XRP_USDT,2026-09-06T04:00:00+00:00,1.4234,1.4237,1.4168,1.4194,6716975.0
BTC_USDT,2026-09-06T05:00:00+00:00,79824.1,80085.2,79754.5,79954.4,11436191.0
ETH_USDT,2026-09-06T05:00:00+00:00,2503.03,2523.35,2499.88,2512.42,4058441.0
SOL_USDT,2026-09-06T05:00:00+00:00,105.69,106.79,105.43,106.38,4689250.0
XRP_USDT,2026-09-06T05:00:00+00:00,1.4194,1.4287,1.4172,1.4239,9076535.0
BTC_USDT,2026-09-06T06:00:00+00:00,79954.4,79958.7,79647.8,79737.9,12590579.0
ETH_USDT,2026-09-06T06:00:00+00:00,2512.42,2512.66,2502.0,2504.62,2734995.0
SOL_USDT,2026-09-06T06:00:00+00:00,106.38,106.41,105.27,105.33,4910439.0
XRP_USDT,2026-09-06T06:00:00+00:00,1.4239,1.4256,1.4158,1.4174,9790929.0
BTC_USDT,2026-09-06T07:00:00+00:00,79737.9,79832.4,79552.5,79765.1,17776478.0
ETH_USDT,2026-09-06T07:00:00+00:00,2504.62,2506.59,2481.99,2495.61,3999661.0
SOL_USDT,2026-09-06T07:00:00+00:00,105.33,105.52,104.63,105.18,5323475.0
XRP_USDT,2026-09-06T07:00:00+00:00,1.4174,1.4194,1.4077,1.4159,9996272.0
BTC_USDT,2026-09-06T08:00:00+00:00,79765.1,79856.0,79716.9,79809.6,12798093.0
ETH_USDT,2026-09-06T08:00:00+00:00,2495.61,2498.79,2490.48,2494.37,1905203.0
SOL_USDT,2026-09-06T08:00:00+00:00,105.18,105.34,104.95,105.13,2669847.0
XRP_USDT,2026-09-06T08:00:00+00:00,1.4159,1.4182,1.4129,1.4149,5882207.0
BTC_USDT,2026-09-06T09:00:00+00:00,79809.6,79961.9,79770.0,79852.0,16677496.0
ETH_USDT,2026-09-06T09:00:00+00:00,2494.37,2502.58,2492.7,2497.99,2799926.0
SOL_USDT,2026-09-06T09:00:00+00:00,105.13,107.28,105.12,106.46,10634757.0
XRP_USDT,2026-09-06T09:00:00+00:00,1.4149,1.4242,1.4134,1.4184,18238835.0
BTC_USDT,2026-09-06T10:00:00+00:00,79852.0,79997.9,79851.9,79964.3,15412029.0
ETH_USDT,2026-09-06T10:00:00+00:00,2497.99,2501.63,2496.31,2500.52,1627000.0
SOL_USDT,2026-09-06T10:00:00+00:00,106.46,106.89,106.31,106.61,5618688.0
XRP_USDT,2026-09-06T10:00:00+00:00,1.4184,1.4221,1.4166,1.4209,7238002.0
BTC_USDT,2026-09-06T11:00:00+00:00,79964.3,79968.0,79852.1,79878.7,15418468.0
ETH_USDT,2026-09-06T11:00:00+00:00,2500.52,2503.58,2498.33,2500.62,2171614.0
SOL_USDT,2026-09-06T11:00:00+00:00,106.61,106.7,106.19,106.42,5939934.0
XRP_USDT,2026-09-06T11:00:00+00:00,1.4209,1.4222,1.4175,1.4201,10822780.0
BTC_USDT,2026-09-06T12:00:00+00:00,79878.7,79973.6,79818.1,79881.5,18062611.0
ETH_USDT,2026-09-06T12:00:00+00:00,2500.62,2504.08,2496.41,2499.46,2882109.0
SOL_USDT,2026-09-06T12:00:00+00:00,106.42,107.31,106.35,106.76,7122572.0
XRP_USDT,2026-09-06T12:00:00+00:00,1.4201,1.4263,1.4172,1.4177,15697832.0
BTC_USDT,2026-09-06T13:00:00+00:00,79881.5,79936.9,79718.9,79794.2,18117427.0
ETH_USDT,2026-09-06T13:00:00+00:00,2499.46,2499.85,2485.0,2493.61,4289667.0
SOL_USDT,2026-09-06T13:00:00+00:00,106.76,107.12,105.85,107.02,9448602.0
XRP_USDT,2026-09-06T13:00:00+00:00,1.4177,1.4214,1.4113,1.4158,20504155.0
BTC_USDT,2026-09-06T14:00:00+00:00,79794.2,79815.7,79175.1,79507.4,38932534.0
ETH_USDT,2026-09-06T14:00:00+00:00,2493.61,2493.94,2459.0,2477.19,8298719.0
SOL_USDT,2026-09-06T14:00:00+00:00,107.02,107.09,105.08,105.67,11531994.0
