symbol,timestamp,open,high,low,close,volume
btc_jpy,2026-09-04T16:00:00+00:00,12417173,12478194,12417173,12471739,1.5772
btc_jpy,2026-09-04T17:00:00+00:00,12471739,12471739,12418032,12432082,1.1724
btc_jpy,2026-09-04T18:00:00+00:00,12432083,12463962,12432083,12463962,0.6451
btc_jpy,2026-09-04T19:00:00+00:00,12463962,12500000,12463962,12485541,1.4000
btc_jpy,2026-09-04T20:00:00+00:00,12487075,12496928,12481969,12482500,0.4311
btc_jpy,2026-09-04T21:00:00+00:00,12482499,12492980,12454608,12461188,0.5034
btc_jpy,2026-09-04T22:00:00+00:00,12469806,12472291,12461678,12465698,0.9756
btc_jpy,2026-09-04T23:00:00+00:00,12466127,12475597,12458078,12463548,0.6020
btc_jpy,2026-09-05T00:00:00+00:00,12463548,12471023,12459000,12468033,1.8808
btc_jpy,2026-09-05T01:00:00+00:00,12462001,12473543,12458178,12459884,0.6992
btc_jpy,2026-09-05T02:00:00+00:00,12459883,12460368,12445537,12460368,0.6072
btc_jpy,2026-09-05T03:00:00+00:00,12460368,12460368,12450085,12459615,0.2442
btc_jpy,2026-09-05T04:00:00+00:00,12459615,12459615,12452315,12454700,0.4117
btc_jpy,2026-09-05T05:00:00+00:00,12452315,12455139,12443183,12455139,0.3215
btc_jpy,2026-09-05T06:00:00+00:00,12455139,12498020,12455138,12474037,2.2675
btc_jpy,2026-09-05T07:00:00+00:00,12472986,12490000,12472986,12484724,1.3818
btc_jpy,2026-09-05T08:00:00+00:00,12484723,12484723,12465523,12470779,1.5991
btc_jpy,2026-09-05T09:00:00+00:00,12470778,12481499,12470778,12472414,0.8407
btc_jpy,2026-09-05T10:00:00+00:00,12472415,12472415,12464852,12468446,0.7908
btc_jpy,2026-09-05T11:00:00+00:00,12468445,12471754,12466615,12470046,0.4654
btc_jpy,2026-09-05T12:00:00+00:00,12470046,12481491,12470045,12481491,0.4378
btc_jpy,2026-09-05T13:00:00+00:00,12481491,12482586,12465614,12465615,1.7644
btc_jpy,2026-09-05T14:00:00+00:00,12465615,12481795,12465614,12481795,1.0469
btc_jpy,2026-09-05T15:00:00+00:00,12481795,12487102,12480001,12487102,0.7204
btc_jpy,2026-09-05T16:00:00+00:00,12488703,12557493,12483746,12530919,4.0825
btc_jpy,2026-09-05T17:00:00+00:00,12534316,12559449,12520754,12529113,2.3394
btc_jpy,2026-09-05T18:00:00+00:00,12525270,12532744,12511384,12511385,0.4290
btc_jpy,2026-09-05T19:00:00+00:00,12511384,12511386,12480853,12480854,0.2751
btc_jpy,2026-09-05T20:00:00+00:00,12480853,12486830,12478243,12481243,0.3548
btc_jpy,2026-09-05T21:00:00+00:00,12481244,12519996,12481243,12509528,1.5276
btc_jpy,2026-09-05T22:00:00+00:00,12509527,12509527,12489422,12491000,0.9769
btc_jpy,2026-09-05T23:00:00+00:00,12490001,12502474,12481772,12491502,1.4402
btc_jpy,2026-09-06T00:00:00+00:00,12495442,12509996,12494628,12507250,1.5889
btc_jpy,2026-09-06T01:00:00+00:00,12507251,12530664,12507250,12516300,4.7705
btc_jpy,2026-09-06T02:00:00+00:00,12516300,12523608,12506090,12510414,0.5098
btc_jpy,2026-09-06T03:00:00+00:00,12510413,12534472,12510413,12530185,0.9592
btc_jpy,2026-09-06T04:00:00+00:00,12530185,12530185,12505823,12507036,1.3145
btc_jpy,2026-09-06T05:00:00+00:00,12506218,12531196,12494680,12517908,1.2467
btc_jpy,2026-09-06T06:00:00+00:00,12517909,12517909,12481881,12487141,1.0210
btc_jpy,2026-09-06T07:00:00+00:00,12488594,12497601,12465151,12497601,1.4806
btc_jpy,2026-09-06T08:00:00+00:00,12497601,12507691,12492805,12497583,1.0883
btc_jpy,2026-09-06T09:00:00+00:00,12500236,12516206,12500236,12503301,0.3269
btc_jpy,2026-09-06T10:00:00+00:00,12503301,12517608,12503301,12516595,0.6460
btc_jpy,2026-09-06T11:00:00+00:00,12516595,12516595,12508132,12509487,0.2513
btc_jpy,2026-09-06T12:00:00+00:00,12509275,12515253,12505000,12513359,0.4859
btc_jpy,2026-09-06T13:00:00+00:00,12513359,12513359,12490988,12497758,0.3152
