symbol,timestamp,open,high,low,close,volume
btc_jpy,2026-09-04T17:00:00+00:00,12471739,12471739,12418032,12432082,1.1724
btc_jpy,2026-09-04T18:00:00+00:00,12432083,12463962,12432083,12463962,0.6451
btc_jpy,2026-09-04T19:00:00+00:00,12463962,12500000,12463962,12485541,1.4000
btc_jpy,2026-09-04T20:00:00+00:00,12487075,12496928,12481969,12482500,0.4311
btc_jpy,2026-09-04T21:00:00+00:00,12482499,12492980,12454608,12461188,0.5034
btc_jpy,2026-09-04T22:00:00+00:00,12469806,12472291,12461678,12465698,0.9756
btc_jpy,2026-09-04T23:00:00+00:00,12466127,12475597,12458078,12463548,0.6020
btc_jpy,2026-09-05T00:00:00+00:00,12463548,12471023,12459000,12468033,1.8808
btc_jpy,2026-09-05T01:00:00+00:00,12462001,12473543,12458178,12459884,0.6992
btc_jpy,2026-09-05T02:00:00+00:00,12459883,12460368,12445537,12460368,0.6072
btc_jpy,2026-09-05T03:00:00+00:00,12460368,12460368,12450085,12459615,0.2442
btc_jpy,2026-09-05T04:00:00+00:00,12459615,12459615,12452315,12454700,0.4117
btc_jpy,2026-09-05T05:00:00+00:00,12452315,12455139,12443183,12455139,0.3215
btc_jpy,2026-09-05T06:00:00+00:00,12455139,12498020,12455138,12474037,2.2675
btc_jpy,2026-09-05T07:00:00+00:00,12472986,12490000,12472986,12484724,1.3818
btc_jpy,2026-09-05T08:00:00+00:00,12484723,12484723,12465523,12470779,1.5991
btc_jpy,2026-09-05T09:00:00+00:00,12470778,12481499,12470778,12472414,0.8407
btc_jpy,2026-09-05T10:00:00+00:00,12472415,12472415,12464852,12468446,0.7908
btc_jpy,2026-09-05T11:00:00+00:00,12468445,12471754,12466615,12470046,0.4654
btc_jpy,2026-09-05T12:00:00+00:00,12470046,12481491,12470045,12481491,0.4378
btc_jpy,2026-09-05T13:00:00+00:00,12481491,12482586,12465614,12465615,1.7644
btc_jpy,2026-09-05T14:00:00+00:00,12465615,12481795,12465614,12481795,1.0469
btc_jpy,2026-09-05T15:00:00+00:00,12481795,12487102,12480001,12487102,0.7204
btc_jpy,2026-09-05T16:00:00+00:00,12488703,12488703,12488702,12488702,0.0002
